episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
96,33.8521,342,3.5,0.460,0.2582,62,0.025,0.53,-0.81,0.0652,0.1723,0.014,7.8
97,36.1327,351,3.4,0.470,0.2561,63,0.025,0.54,-0.80,0.0623,0.1728,0.014,7.9
98,31.9809,358,3.4,0.450,0.2615,65,0.024,0.55,-0.83,0.0620,0.1726,0.014,7.9
99,25.6913,298,3.5,0.500,0.2588,65,0.024,0.46,-0.75,0.0594,0.1657,0.014,8.0
100,31.9641,280,3.4,0.500,0.2620,67,0.023,0.43,-0.75,0.0598,0.1549,0.013,7.9
101,42.5741,341,3.3,0.440,0.2611,68,0.023,0.52,-0.84,0.0570,0.1431,0.013,7.9
102,33.6557,331,3.4,0.530,0.2828,64,0.024,0.51,-0.70,0.1119,0.1522,0.013,7.9
103,33.4903,335,3.4,0.410,0.2830,66,0.024,0.51,-0.89,0.0936,0.1525,0.014,7.8
104,26.6231,319,3.3,0.530,0.3030,64,0.024,0.49,-0.70,0.0822,0.1590,0.013,7.8
105,28.3843,304,3.4,0.420,0.3068,64,0.024,0.47,-0.87,0.0740,0.1583,0.027,7.9
106,18.5892,263,3.5,0.510,0.3131,62,0.025,0.40,-0.73,0.0692,0.1648,0.027,7.9
107,23.7869,239,3.4,0.440,0.3183,62,0.025,0.37,-0.84,0.0774,0.1655,0.027,7.8
108,31.0494,306,3.5,0.490,0.3279,65,0.024,0.47,-0.77,0.0745,0.1782,0.027,7.8
109,31.8128,272,3.4,0.490,0.3361,66,0.024,0.42,-0.77,0.0759,0.1833,0.026,7.8
110,34.5652,323,3.2,0.460,0.3424,62,0.025,0.50,-0.81,0.0750,0.1880,0.026,7.8
111,27.7924,303,3.3,0.470,0.3424,63,0.025,0.47,-0.80,0.0671,0.1880,0.026,7.9
112,36.2091,352,3.4,0.460,0.3532,64,0.024,0.54,-0.81,0.0671,0.1940,0.025,8.0
113,32.5707,320,3.4,0.500,0.3556,63,0.025,0.49,-0.75,0.0682,0.1980,0.025,7.9
114,31.3311,285,3.5,0.500,0.3581,64,0.024,0.44,-0.75,0.0703,0.1985,0.025,7.9
115,29.1955,284,3.5,0.470,0.3668,66,0.024,0.44,-0.80,0.0714,0.1966,0.026,7.8
116,32.4058,349,3.4,0.490,0.3716,66,0.024,0.54,-0.77,0.0675,0.1943,0.026,7.9
117,28.7850,313,3.4,0.470,0.3693,61,0.026,0.48,-0.80,0.0673,0.1917,0.026,7.9
118,34.6153,337,3.2,0.520,0.3672,65,0.024,0.52,-0.72,0.0643,0.1891,0.025,8.0
119,34.1506,339,3.1,0.430,0.3674,64,0.024,0.52,-0.86,0.0649,0.1780,0.025,7.9
120,35.1664,335,3.4,0.460,0.3670,64,0.024,0.51,-0.81,0.0662,0.1730,0.026,7.9
121,31.2554,323,3.5,0.470,0.3667,63,0.025,0.50,-0.80,0.0618,0.1700,0.039,7.9
122,29.4904,331,3.2,0.510,0.3642,60,0.026,0.51,-0.73,0.0948,0.1709,0.039,7.9
123,29.7587,352,3.3,0.450,0.3656,66,0.024,0.54,-0.83,0.0859,0.1703,0.039,8.0
124,32.6439,299,3.4,0.480,0.3576,69,0.023,0.46,-0.78,0.0751,0.1623,0.051,7.9
125,23.7609,275,3.4,0.480,0.3596,69,0.023,0.42,-0.78,0.0670,0.1631,0.051,7.8
126,35.9474,309,3.2,0.420,0.3672,67,0.023,0.47,-0.87,0.0651,0.1708,0.050,7.8
127,34.9186,337,3.2,0.560,0.3669,64,0.024,0.52,-0.66,0.0647,0.1790,0.051,7.8
128,32.2917,313,3.3,0.400,0.3673,67,0.023,0.48,-0.90,0.0701,0.1781,0.051,7.8
129,26.5982,321,3.3,0.530,0.3642,60,0.026,0.49,-0.70,0.0711,0.1808,0.065,7.9
130,32.8494,304,3.2,0.450,0.3700,69,0.023,0.47,-0.83,0.0664,0.1821,0.065,7.9
131,32.0708,290,3.3,0.540,0.3746,63,0.025,0.45,-0.69,0.0653,0.1802,0.062,8.0
132,26.1806,296,3.5,0.410,0.3752,62,0.025,0.45,-0.89,0.0619,0.1825,0.062,7.9
133,22.4071,293,3.4,0.540,0.3801,68,0.023,0.45,-0.69,0.0681,0.1894,0.037,7.9
134,37.5477,309,3.4,0.410,0.3834,66,0.024,0.48,-0.89,0.0679,0.1835,0.037,7.9
135,26.9925,309,3.4,0.530,0.3847,66,0.024,0.47,-0.70,0.0679,0.1787,0.037,7.9
136,36.3219,357,3.3,0.410,0.3771,66,0.024,0.55,-0.89,0.0641,0.1746,0.039,8.0
137,31.5446,310,3.3,0.530,0.3827,64,0.024,0.48,-0.70,0.0673,0.1733,0.038,8.0
138,34.4152,363,3.2,0.470,0.3832,63,0.025,0.56,-0.80,0.0616,0.1709,0.037,7.9
139,31.6015,320,3.2,0.480,0.3816,63,0.025,0.49,-0.78,0.0665,0.1752,0.037,7.9
140,33.7688,278,3.3,0.440,0.3801,59,0.026,0.43,-0.84,0.0663,0.1742,0.038,7.9
141,27.9710,342,3.4,0.500,0.3802,65,0.024,0.53,-0.75,0.0624,0.1755,0.037,8.0
142,26.4341,255,3.4,0.440,0.3762,70,0.022,0.39,-0.84,0.0861,0.1765,0.062,7.9
143,30.2504,303,3.4,0.470,0.3803,66,0.024,0.47,-0.80,0.0775,0.1794,0.049,7.9
144,23.0030,301,3.5,0.480,0.3812,61,0.026,0.46,-0.78,0.0687,0.1782,0.037,7.8
145,26.2149,262,3.5,0.410,0.3733,58,0.027,0.40,-0.89,0.0681,0.1733,0.038,7.8
146,21.5818,277,3.3,0.530,0.3766,65,0.024,0.43,-0.70,0.0664,0.1758,0.025,7.7
147,42.5411,370,3.2,0.410,0.3743,70,0.022,0.57,-0.89,0.0657,0.1724,0.038,7.9
148,25.7865,323,3.4,0.550,0.3558,71,0.022,0.50,-0.67,0.0685,0.1735,0.051,7.9
149,23.5119,276,3.4,0.430,0.3526,67,0.023,0.42,-0.86,0.0658,0.1710,0.064,8.0
150,35.1021,293,3.4,0.500,0.3366,68,0.023,0.45,-0.75,0.0635,0.1551,0.065,7.9
151,34.4477,335,3.3,0.430,0.3284,60,0.026,0.52,-0.86,0.0641,0.1451,0.089,7.8
152,23.8022,282,3.4,0.550,0.3343,61,0.026,0.43,-0.67,0.0643,0.1545,0.091,8.0
153,38.2469,321,3.3,0.440,0.3352,63,0.025,0.49,-0.84,0.0653,0.1609,0.080,7.9
154,29.6123,305,3.5,0.510,0.3307,66,0.024,0.47,-0.73,0.0634,0.1675,0.067,7.9
155,34.6856,304,3.4,0.410,0.3314,64,0.024,0.47,-0.89,0.0654,0.1706,0.055,7.9
156,30.6993,361,3.3,0.580,0.3308,69,0.023,0.56,-0.63,0.0640,0.1636,0.053,7.9
157,22.3056,303,3.4,0.420,0.3365,68,0.023,0.47,-0.87,0.0640,0.1607,0.066,7.9
