episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
213,46.0136,235,3.2,0.460,0.2296,84,0.028,0.36,-0.81,0.0675,0.1195,0.103,7.7
214,43.1207,253,3.3,0.493,0.2332,83,0.028,0.39,-0.76,0.0679,0.1178,0.101,7.7
215,39.6647,272,3.3,0.453,0.2329,83,0.028,0.42,-0.82,0.0682,0.1132,0.109,7.7
216,50.9135,263,3.2,0.493,0.2343,82,0.029,0.40,-0.76,0.0691,0.1225,0.102,7.8
217,36.5146,270,3.2,0.467,0.2387,84,0.028,0.42,-0.80,0.0693,0.1249,0.085,7.7
218,44.4666,273,3.4,0.500,0.2302,83,0.028,0.42,-0.75,0.0695,0.1198,0.094,7.7
219,46.2273,275,3.5,0.407,0.2296,77,0.030,0.42,-0.89,0.0656,0.1170,0.087,7.7
220,46.2327,311,3.3,0.500,0.2333,86,0.027,0.48,-0.75,0.0660,0.1200,0.086,7.7
221,41.8498,297,3.3,0.467,0.2349,84,0.028,0.46,-0.80,0.0654,0.1163,0.102,7.7
222,45.3162,260,3.3,0.480,0.2328,79,0.030,0.40,-0.78,0.0734,0.1139,0.085,7.8
223,27.0272,245,3.4,0.480,0.2377,83,0.028,0.38,-0.78,0.0792,0.1230,0.076,7.8
224,36.4595,261,3.4,0.493,0.2379,86,0.027,0.40,-0.76,0.0778,0.1168,0.093,7.9
225,50.9653,252,3.3,0.460,0.2391,87,0.027,0.39,-0.81,0.0738,0.1241,0.091,7.9
226,26.0711,262,3.3,0.527,0.2424,83,0.028,0.40,-0.71,0.0727,0.1207,0.089,7.8
227,37.4625,262,3.3,0.427,0.2429,85,0.028,0.40,-0.86,0.0735,0.1293,0.079,7.8
228,35.6576,274,3.3,0.520,0.2483,88,0.027,0.42,-0.72,0.0687,0.1279,0.055,7.7
229,46.2297,278,3.2,0.440,0.2438,85,0.028,0.43,-0.84,0.0676,0.1214,0.056,7.6
230,40.0555,330,3.4,0.480,0.2433,86,0.027,0.51,-0.78,0.0660,0.1264,0.093,7.7
231,42.6199,249,3.4,0.407,0.2455,75,0.031,0.38,-0.89,0.0687,0.1289,0.093,7.7
232,46.1289,292,3.5,0.527,0.2442,87,0.027,0.45,-0.71,0.0682,0.1254,0.096,7.6
233,42.0824,303,3.4,0.387,0.2470,88,0.027,0.47,-0.92,0.0680,0.1279,0.104,7.7
234,28.0477,247,3.3,0.553,0.2496,85,0.028,0.38,-0.67,0.0681,0.1342,0.088,7.7
235,33.7530,241,3.3,0.393,0.2494,82,0.029,0.37,-0.91,0.0692,0.1280,0.088,7.7
236,55.9961,342,3.3,0.487,0.2490,81,0.029,0.53,-0.77,0.0651,0.1299,0.073,7.7
237,51.8440,274,3.5,0.440,0.2508,87,0.027,0.42,-0.84,0.0637,0.1274,0.082,7.8
238,36.3732,260,3.4,0.513,0.2518,85,0.028,0.40,-0.73,0.0656,0.1208,0.072,7.7
239,47.6960,273,3.4,0.433,0.2537,83,0.028,0.42,-0.85,0.0659,0.1161,0.088,7.6
240,23.3122,252,3.4,0.487,0.2528,83,0.028,0.39,-0.77,0.0660,0.1207,0.080,7.7
241,47.5433,262,3.4,0.433,0.2563,78,0.030,0.40,-0.85,0.0650,0.1397,0.054,7.8
242,24.6569,266,3.4,0.533,0.2583,76,0.031,0.41,-0.70,0.0775,0.1436,0.070,7.9
243,40.5144,238,3.4,0.440,0.2590,80,0.029,0.37,-0.84,0.0775,0.1464,0.080,7.9
244,37.3612,256,3.4,0.487,0.2604,84,0.028,0.39,-0.77,0.0739,0.1584,0.081,7.8
245,40.9984,268,3.2,0.440,0.2581,87,0.027,0.41,-0.84,0.0772,0.1564,0.071,7.7
246,29.9934,254,3.2,0.520,0.2625,80,0.029,0.39,-0.72,0.0746,0.1622,0.061,7.7
247,35.7265,272,3.3,0.407,0.2617,82,0.029,0.42,-0.89,0.0672,0.1625,0.062,7.8
